epoch,accuracy,loss,val_accuracy,val_loss
0,0.6194331,1.3015857089620058,0.8260846734046936,0.6520002614631855
1,0.7711451,0.783420530890121,0.8586772680282593,0.5106057662875564
2,0.8031633,0.6733913108064474,0.8745502829551697,0.4463626646112513
3,0.82088435,0.6098088440332824,0.8879629373550415,0.3965834692924742
4,0.8311565,0.5707240880103338,0.8920899629592896,0.37322658646043644
5,0.8400567,0.5383461152425969,0.8993121981620789,0.34804996561751794
6,0.84633785,0.5196717459274257,0.9058201313018799,0.3260976388530126
7,0.8506236,0.49965220083725426,0.9068782925605774,0.317616131381383
8,0.8554875,0.48308329546532663,0.9115079641342163,0.303217375177555
9,0.85785717,0.47365317678775914,0.9145237803459167,0.2947540601283785
10,0.8611678,0.46088189614603037,0.9178307056427002,0.283646983047011
11,0.86327666,0.45445064806884106,0.9186243414878845,0.2790477593992122
12,0.8662472,0.4440418643097218,0.919603168964386,0.27411599821829924
13,0.86763036,0.4353029874609171,0.9219047427177429,0.2659360054529533
14,0.87010205,0.4308703770821327,0.9227248430252075,0.26082897385276815
15,0.871678,0.42226977590260323,0.9246825575828552,0.25634157681591296
16,0.872517,0.41874126835745207,0.9242857098579407,0.2546648522596511
17,0.8767007,0.4106914466578944,0.926455020904541,0.24794828379280354
18,0.8763152,0.4050522563273674,0.9271163940429688,0.24839451665285403
19,0.8769048,0.40526529284831886,0.9295238256454468,0.24206072495727943
20,0.8793764,0.3948237397908624,0.9289153218269348,0.24051651001291932
21,0.8804989,0.3940280357401928,0.929550290107727,0.2380530737663703
22,0.88034016,0.3935768648015669,0.9300529360771179,0.23741561127718164
23,0.8833333,0.38495641521315455,0.9313492178916931,0.23285503422772444
24,0.88277775,0.38456448201689863,0.9317724704742432,0.23237707284077136
0,0.88342404,0.3821649651381434,0.9340741038322449,0.22670590482691608
1,0.8839456,0.37713004898322144,0.9339153170585632,0.22656250593208133
2,0.88553286,0.3753402887963924,0.9342592358589172,0.22192042652892058
3,0.88687074,0.3706581969461203,0.9349470734596252,0.22290507302397775
4,0.8857823,0.3688912400610052,0.9340741038322449,0.2213185851693784
5,0.887483,0.3646803338998029,0.9353439211845398,0.21948235006559463
6,0.889025,0.3624637794548692,0.9363756775856018,0.21999562317101412
7,0.8879592,0.36074914229429766,0.936640202999115,0.21730644118533562
8,0.88941044,0.35859493868961895,0.936560869216919,0.21604436325017737
9,0.8884694,0.35997975539188,0.9372222423553467,0.2152770325935707
10,0.8906576,0.3552924060794502,0.9365872740745544,0.21433954498124502
11,0.89043087,0.35191524528592083,0.9371693134307861,0.2134748927310661
12,0.89097506,0.3526628074083739,0.9364021420478821,0.2156937473539322
13,0.89252836,0.3475487820226319,0.9388359785079956,0.21209727340589754
14,0.8921542,0.3486237178638138,0.9387830495834351,0.2133346583445867
15,0.894195,0.34443408355150634,0.9380423426628113,0.21142806320909469
16,0.8936848,0.3433408637571227,0.9387565851211548,0.20959948357766267
17,0.8945918,0.33693469250283276,0.9379100799560547,0.21140742141733723
18,0.8945351,0.34074744076415253,0.9389682412147522,0.21146894692743898
19,0.89429706,0.3374285136707245,0.9394180178642273,0.20759192327027598
20,0.8944331,0.33995069791940874,0.9394180178642273,0.20705885523210757
21,0.89554423,0.338405919753505,0.9394708871841431,0.20647980340258784
22,0.89519274,0.33430181792128383,0.9397883415222168,0.20678024697556066
23,0.89546484,0.3336637373670699,0.9394180178642273,0.20671228014287493
24,0.8973583,0.3295810025700636,0.9397883415222168,0.20555674038551472
25,0.8973696,0.32935436583430316,0.9407407641410828,0.2045068632326429
26,0.89750564,0.3283543941520509,0.9400264620780945,0.20623952033973875
27,0.8971542,0.3299455759760474,0.9405026435852051,0.20351123441464056
28,0.8991837,0.3244794921634419,0.9394444227218628,0.20459592683605415
29,0.8984694,0.32447690761278547,0.9423545002937317,0.2007130916787203
30,0.8990703,0.3229653779287187,0.9415079355239868,0.20115967859351447
31,0.8985941,0.3255637168911309,0.9396296143531799,0.20553629429882797
32,0.89893425,0.3240936997147644,0.9427513480186462,0.2001768380971182
33,0.89866215,0.3239342357863645,0.9408465623855591,0.20290924959397189
34,0.9026644,0.3153914651065186,0.9424074292182922,0.19962379397223234
35,0.90085036,0.31694373331913334,0.9430158734321594,0.19697839369849554
36,0.8998186,0.31912318249002875,0.942460298538208,0.1998413385852935
37,0.90082765,0.3149440063505757,0.9419841170310974,0.20032330432896892
38,0.89984125,0.31791950892969595,0.9422222375869751,0.1994417525883074
39,0.90043086,0.3158962348502239,0.9411640167236328,0.199711928124781
40,0.90121317,0.3134542738066779,0.9424074292182922,0.19984177058651334
